"dfea46a0-5672-11e3-8f83-f77efcb153db,2706036269913","0"
"e9b4cef0-5675-11e3-8f83-f77efcb153db,3798523680348","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2646034459519","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3677391544149","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2964648688108","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3497392197914","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3219206435603","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2844649383033","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3647391688090","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2874648992991","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3429206469950","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3587391598306","10"
"243b8650-5675-11e3-8f83-f77efcb153db,3527391344116","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3369207067695","0"
"e9b4cef0-5675-11e3-8f83-f77efcb153db,3828541838848","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3467376120014","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2904648694693","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3174670401151","80"
"243b8650-5675-11e3-8f83-f77efcb153db,3557391666176","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3339206694863","10"
"e9b4cef0-5675-11e3-8f83-f77efcb153db,3858542206457","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3054669729880","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3144669602105","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2994649527574","10"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2814649267026","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3249206851900","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3309207214314","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3024665803576","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2495978598077","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3399206734779","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3617391562618","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2766036306572","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3707392195350","10"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2585978794314","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2525979352865","0"
"90648a30-5674-11e3-8f83-f77efcb153db,3279207036259","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2615979020491","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3084669597226","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,3114670205196","0"
"243b8650-5675-11e3-8f83-f77efcb153db,3737391369825","0"
"e9b4cef0-5675-11e3-8f83-f77efcb153db,3888556133322","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2555978811076","0"
"9ef019d0-5673-11e3-8f83-f77efcb153db,2934649070272","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2736035970888","0"
"dfea46a0-5672-11e3-8f83-f77efcb153db,2676035258774","0"
