"8e0333e0-566f-11e3-a0e3-f77efcb153db,1067863694770","0"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1277863425067","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,302702607514","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,960201815373","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1526062778096","0"
"e6381d90-5670-11e3-a0e3-f77efcb153db,1705162441999","0"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1187863451844","10"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1157863317979","0"
"e6381d90-5670-11e3-a0e3-f77efcb153db,1735162429286","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1376046000697","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1466063027555","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,840200498188","10"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1097863834255","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,482703897790","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,660201285000","0"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1127863950566","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1496062962412","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,422703733540","0"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1217863406060","0"
"8e0333e0-566f-11e3-a0e3-f77efcb153db,1247863669263","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,572703771847","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,512703778264","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,720200647455","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,542704129066","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1316045646070","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1436045392250","10"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1406045542322","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,602704319271","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1346045822344","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,452703641265","0"
"e6381d90-5670-11e3-a0e3-f77efcb153db,1645162341089","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,332703121738","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1556062892422","10"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,990213043392","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,1020213135628","50"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,930202235111","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,810200808049","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,900201346754","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,750200762330","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,870200632195","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,780201102561","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,392703419696","0"
"9abd5ee0-566e-11e3-a0e3-f77efcb153db,690201050181","0"
"21e57aa0-5670-11e3-a0e3-f77efcb153db,1586062426451","0"
"c0d25280-566d-11e3-a0e3-f77efcb153db,362703547493","0"
"e6381d90-5670-11e3-a0e3-f77efcb153db,1675163213876","0"
