"8fdb7880-567e-11e3-8927-f77efcb153db,7633255558309","0"
"8fdb7880-567e-11e3-8927-f77efcb153db,7693255472209","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7044662873851","0"
"2388a580-567f-11e3-8927-f77efcb153db,7851098841233","0"
"5480ba30-567d-11e3-8927-f77efcb153db,6984662775003","0"
"ff0108a0-567f-11e3-8927-f77efcb153db,8189259292700","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6734431746927","0"
"2388a580-567f-11e3-8927-f77efcb153db,7971103685921","0"
"ff0108a0-567f-11e3-8927-f77efcb153db,8129258893907","0"
"2388a580-567f-11e3-8927-f77efcb153db,7791098769679","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7284662414689","0"
"2388a580-567f-11e3-8927-f77efcb153db,7941098380184","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6854473226184","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7104663180647","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7164662440871","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7374662756247","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7014662329507","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6944474230122","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7434662485822","0"
"2388a580-567f-11e3-8927-f77efcb153db,7881099082633","10"
"8fdb7880-567e-11e3-8927-f77efcb153db,7543250628155","0"
"8fdb7880-567e-11e3-8927-f77efcb153db,7663255966412","0"
"2388a580-567f-11e3-8927-f77efcb153db,7821098903204","0"
"2388a580-567f-11e3-8927-f77efcb153db,8091098457984","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7464662635659","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7404663253973","0"
"8fdb7880-567e-11e3-8927-f77efcb153db,7573250847429","0"
"ff0108a0-567f-11e3-8927-f77efcb153db,8159259294707","0"
"2388a580-567f-11e3-8927-f77efcb153db,7761079661191","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6704431721743","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7344662942165","40"
"889b9d40-567c-11e3-8927-f77efcb153db,6824472406935","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7314663085402","40"
"889b9d40-567c-11e3-8927-f77efcb153db,6644432303992","0"
"2388a580-567f-11e3-8927-f77efcb153db,8001098408265","20"
"889b9d40-567c-11e3-8927-f77efcb153db,6674432166820","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7224663247120","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7074662649100","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6794450936369","0"
"2388a580-567f-11e3-8927-f77efcb153db,8031098591533","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6914473600091","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6764450668807","0"
"889b9d40-567c-11e3-8927-f77efcb153db,6884473716058","0"
"2388a580-567f-11e3-8927-f77efcb153db,7911099060831","0"
"8fdb7880-567e-11e3-8927-f77efcb153db,7603255174102","10"
"5480ba30-567d-11e3-8927-f77efcb153db,7254662392327","0"
"2388a580-567f-11e3-8927-f77efcb153db,8061099365458","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7194663106375","0"
"5480ba30-567d-11e3-8927-f77efcb153db,7134662767013","10"
"ff0108a0-567f-11e3-8927-f77efcb153db,8219258945324","0"
"8fdb7880-567e-11e3-8927-f77efcb153db,7513250751999","0"
