b6193360-47e3-11e3-93de-75f894054bf1,3.50419E+11,STARTED,,,,,
b6193360-47e3-11e3-93de-75f894054bf1,3.51214E+11,STARTED,,,,,
aef4bd70-47e3-11e3-9651-0bf6b1637d4f,3.41197E+11,FINISHED,hazel,,5.27E+11,3.60E+11,1.67E+11
aef4bd70-47e3-11e3-9651-0bf6b1637d4f,3.41197E+11,FINISHED,,,,,
b95db000-47e3-11e3-86ff-51fcf76cf440,3.74189E+11,STARTED,,,,,
b95db000-47e3-11e3-86ff-51fcf76cf440,3.74973E+11,STARTED,,,,,
aef4bd70-47e3-11e3-9651-0bf6b1637d4f,3.41198E+11,FINISHED,,,,,
aef4e480-47e3-11e3-9651-0bf6b1637d4f,3.45335E+11,FINISHED,hazel,,,,
b0915670-47e3-11e3-a830-ad521366103b,2.8679E+11,STARTED,,,,,
b0915670-47e3-11e3-a830-ad521366103b,2.87219E+11,STARTED,,,,,
aef4e480-47e3-11e3-9651-0bf6b1637d4f,3.45335E+11,FINISHED,,,,,
aef4e480-47e3-11e3-9651-0bf6b1637d4f,3.45336E+11,FINISHED,,,,,
b82026f0-47e3-11e3-b4be-bfeabed6ba35,3.88664E+11,STARTED,,,,,
b82026f0-47e3-11e3-b4be-bfeabed6ba35,3.89426E+11,STARTED,,,,,
b0915670-47e3-11e3-a830-ad521366103b,3.49246E+11,FINISHED,hazel,,,,
b0915670-47e3-11e3-a830-ad521366103b,3.49246E+11,FINISHED,,,,,
b7693300-47e3-11e3-bea1-814d99f8542e,3.61382E+11,STARTED,,,,,
b7693300-47e3-11e3-bea1-814d99f8542e,3.62171E+11,STARTED,,,,,
b0915670-47e3-11e3-a830-ad521366103b,3.49246E+11,FINISHED,,,,,
ae777720-47e3-11e3-a651-bf76e4ff7bc2,3.49966E+11,FINISHED,hazel,,,,
b5bae6c0-47e3-11e3-93f3-39d1a374691c,3.66689E+11,STARTED,,,,,
b5bae6c0-47e3-11e3-93f3-39d1a374691c,3.67496E+11,STARTED,,,,,
ae777720-47e3-11e3-a651-bf76e4ff7bc2,3.49966E+11,FINISHED,,,,,
ae777720-47e3-11e3-a651-bf76e4ff7bc2,3.49968E+11,FINISHED,,,,,
bab85e00-47e3-11e3-a363-ade1498d9bbe,3.91387E+11,STARTED,,,,,
bab85e00-47e3-11e3-a363-ade1498d9bbe,3.92277E+11,STARTED,,,,,
ae779e30-47e3-11e3-a651-bf76e4ff7bc2,3.55207E+11,FINISHED,,,,,
ae779e30-47e3-11e3-a651-bf76e4ff7bc2,3.55207E+11,FINISHED,hazel,,,,
b8e328d0-47e3-11e3-8d14-691580b2ba6c,3.72322E+11,STARTED,,,,,
b8e328d0-47e3-11e3-8d14-691580b2ba6c,3.73083E+11,STARTED,,,,,
ae779e30-47e3-11e3-a651-bf76e4ff7bc2,3.55259E+11,FINISHED,,,,,
ae779e30-47e3-11e3-a651-bf76e4ff7bc2,3.55301E+11,FINISHED,,,,,
b87af120-47e3-11e3-9fde-c5b82d9ff90d,4.06992E+11,STARTED,,,,,
b87af120-47e3-11e3-9fde-c5b82d9ff90d,4.07803E+11,STARTED,,,,,
b0917d80-47e3-11e3-a830-ad521366103b,3.60925E+11,FINISHED,hazel,,,,
b0917d80-47e3-11e3-a830-ad521366103b,3.60925E+11,FINISHED,,,,,
b6914990-47e3-11e3-a8bf-279d7c19f6f1,3.53965E+11,STARTED,,,,,
b6914990-47e3-11e3-a8bf-279d7c19f6f1,3.54739E+11,STARTED,,,,,
b0917d80-47e3-11e3-a830-ad521366103b,3.60926E+11,FINISHED,,,,,
b3e51550-47e3-11e3-bfc0-81d47cc4befb,3.84554E+11,FINISHED,hazel,,,,
ba22d4c0-47e3-11e3-91ab-bb8f71fd447e,3.69286E+11,STARTED,,,,,
ba22d4c0-47e3-11e3-91ab-bb8f71fd447e,3.70061E+11,STARTED,,,,,
b3e51550-47e3-11e3-bfc0-81d47cc4befb,3.84554E+11,FINISHED,,,,,
b3e51550-47e3-11e3-bfc0-81d47cc4befb,3.84555E+11,FINISHED,,,,,
bd7952c0-47e3-11e3-b37d-b37b0eaff022,3.88708E+11,STARTED,,,,,
bd7952c0-47e3-11e3-b37d-b37b0eaff022,3.89528E+11,STARTED,,,,,
b3e4ee40-47e3-11e3-bfc0-81d47cc4befb,3.85305E+11,FINISHED,hazel,,,,
b3e4ee40-47e3-11e3-bfc0-81d47cc4befb,3.85305E+11,FINISHED,,,,,
b4714fc0-47e3-11e3-9799-5f05135d68ee,3.44351E+11,STARTED,,,,,
