e8c588c0-4565-11e3-baa3-ebedc4df43b6,25532323515,STARTED,,
e8c5afd0-4565-11e3-baa3-ebedc4df43b6,26467484108,STARTED,,
ea4b1751-4565-11e3-83c7-f3a588754a65,26759783770,STARTED,,
ea4b1750-4565-11e3-83c7-f3a588754a65,27021559771,STARTED,,
e8c588c0-4565-11e3-baa3-ebedc4df43b6,66039250417,STARTED,,
e8c5afd0-4565-11e3-baa3-ebedc4df43b6,66430239941,STARTED,,
ea4b1751-4565-11e3-83c7-f3a588754a65,69812546045,STARTED,,
ea4b1750-4565-11e3-83c7-f3a588754a65,69933168367,STARTED,,
e8c588c0-4565-11e3-baa3-ebedc4df43b6,74374632104,FINISHED,,
e8c588c0-4565-11e3-baa3-ebedc4df43b6,75441414693,FINISHED,,
e8c5afd0-4565-11e3-baa3-ebedc4df43b6,80398457821,FINISHED,,
e8c5afd0-4565-11e3-baa3-ebedc4df43b6,81447647152,FINISHED,,
ea4b1751-4565-11e3-83c7-f3a588754a65,86477350582,FINISHED,,
ea4b1751-4565-11e3-83c7-f3a588754a65,87556532495,FINISHED,,
ea4b1750-4565-11e3-83c7-f3a588754a65,90998994704,FINISHED,,
ea4b1750-4565-11e3-83c7-f3a588754a65,92062544363,FINISHED,,
,,,,
,,,,
,,,,
,48842308589,22129375996,60534972724,43835552436
