19976303905,5.40557E+11,29339513407,5.37413E+11,5.08073E+11,,1024000,,
20000286907,5.49891E+11,,,,,2.01546E-06,1.00E+09,
20015848996,5.4609E+11,,,,,,2015.46,tasks per sec
20024175130,5.13443E+11,,,,,,,
20032226548,5.49112E+11,,,,,,,
20049235586,4.87168E+11,,,,,,,
20192286494,5.47426E+11,,,,,,,
20260214292,5.39617E+11,,,,,,,
24112210566,5.44413E+11,,,,,,,
24121586946,5.44868E+11,,,,,,,
24126728849,5.14178E+11,,,,,,,
24132162981,5.43911E+11,,,,,,,
24132597559,5.43166E+11,,,,,,,
24134327763,5.44672E+11,,,,,,,
24136611705,5.41262E+11,,,,,,,
24141938225,5.44141E+11,,,,,,,
26388258147,5.43921E+11,,,,,,,
26392136405,5.44712E+11,,,,,,,
26393788943,5.43348E+11,,,,,,,
26395197323,5.49725E+11,,,,,,,
26400627037,4.89138E+11,,,,,,,
26406259626,5.44601E+11,,,,,,,
26407246230,5.46341E+11,,,,,,,
26416170055,5.41847E+11,,,,,,,
26606300469,5.43721E+11,,,,,,,
26612455484,5.40805E+11,,,,,,,
26612932787,5.44135E+11,,,,,,,
26617045482,5.50698E+11,,,,,,,
26618149179,4.88497E+11,,,,,,,
26619148723,5.44407E+11,,,,,,,
26625097728,5.51109E+11,,,,,,,
26628989806,5.46213E+11,,,,,,,
27336319235,4.86626E+11,,,,,,,
27352524802,5.49157E+11,,,,,,,
27354179706,5.43298E+11,,,,,,,
27357210437,5.13471E+11,,,,,,,
27367361092,5.49935E+11,,,,,,,
27369270581,5.44227E+11,,,,,,,
27372582938,5.43238E+11,,,,,,,
27376263657,5.44378E+11,,,,,,,
27900254608,5.4391E+11,,,,,,,
27902956097,5.47602E+11,,,,,,,
27906306614,5.48078E+11,,,,,,,
27910934901,5.15784E+11,,,,,,,
27915289815,5.40636E+11,,,,,,,
27920306805,5.43533E+11,,,,,,,
27920826349,5.47464E+11,,,,,,,
27922162172,5.48818E+11,,,,,,,
28100325509,5.48293E+11,,,,,,,
28104143737,5.43909E+11,,,,,,,
28105106913,5.44267E+11,,,,,,,
28106664274,5.13822E+11,,,,,,,
28107641044,5.44439E+11,,,,,,,
28113056722,5.49927E+11,,,,,,,
28114114614,5.44082E+11,,,,,,,
28118628931,5.47865E+11,,,,,,,
29200298533,5.45969E+11,,,,,,,
29204289651,5.48511E+11,,,,,,,
29208265928,5.44109E+11,,,,,,,
29213899334,5.47128E+11,,,,,,,
29216549733,5.14915E+11,,,,,,,
29218169975,5.44464E+11,,,,,,,
29228203365,5.4572E+11,,,,,,,
29231422428,5.15649E+11,,,,,,,
29329854237,5.4367E+11,,,,,,,
29333961344,5.46135E+11,,,,,,,
29335539084,5.40317E+11,,,,,,,
29340151121,5.44151E+11,,,,,,,
29344231943,5.15839E+11,,,,,,,
29345839462,5.43431E+11,,,,,,,
29346288623,5.44437E+11,,,,,,,
29352294007,4.88076E+11,,,,,,,
29356166575,5.41218E+11,,,,,,,
29356612841,5.41918E+11,,,,,,,
29357479658,5.15723E+11,,,,,,,
29396466584,5.49644E+11,,,,,,,
29404927767,5.43945E+11,,,,,,,
29407792649,4.88285E+11,,,,,,,
29420171949,5.15367E+11,,,,,,,
29426922176,5.41901E+11,,,,,,,
29552349384,5.44663E+11,,,,,,,
29558498229,5.474E+11,,,,,,,
29558949756,5.43652E+11,,,,,,,
29562780255,5.45985E+11,,,,,,,
29566515299,5.42133E+11,,,,,,,
29572265101,5.40271E+11,,,,,,,
29576889393,5.15945E+11,,,,,,,
29588312415,5.41254E+11,,,,,,,
31113776607,5.48514E+11,,,,,,,
31116386522,5.45279E+11,,,,,,,
31119600119,5.50922E+11,,,,,,,
31122769157,5.44759E+11,,,,,,,
31129095512,5.14516E+11,,,,,,,
31136186088,5.50672E+11,,,,,,,
31137968836,5.41836E+11,,,,,,,
31140567673,5.49428E+11,,,,,,,
31218156533,5.1469E+11,,,,,,,
31223505194,5.41737E+11,,,,,,,
31228165621,5.126E+11,,,,,,,
31228726603,5.43289E+11,,,,,,,
31230296168,5.41616E+11,,,,,,,
31232853902,5.13313E+11,,,,,,,
31240175668,5.44209E+11,,,,,,,
31245442838,4.86191E+11,,,,,,,
31388868424,5.50247E+11,,,,,,,
31396168535,5.44024E+11,,,,,,,
31396612861,5.44372E+11,,,,,,,
31400287324,5.40085E+11,,,,,,,
31401248956,5.4329E+11,,,,,,,
31403174384,5.43877E+11,,,,,,,
31408168021,5.40154E+11,,,,,,,
31414233099,5.13642E+11,,,,,,,
32367341784,5.44187E+11,,,,,,,
32376183833,5.39989E+11,,,,,,,
32376864981,5.43411E+11,,,,,,,
32377287259,5.48823E+11,,,,,,,
32377715005,5.43535E+11,,,,,,,
32388169535,5.42197E+11,,,,,,,
32389023061,5.44043E+11,,,,,,,
32392654695,5.42083E+11,,,,,,,
45132274203,5.41322E+11,,,,,,,
45144171710,5.46146E+11,,,,,,,
45156899077,5.39741E+11,,,,,,,
45158960890,5.44345E+11,,,,,,,
45166734262,5.48138E+11,,,,,,,
45176166827,4.89194E+11,,,,,,,
45195472635,5.42591E+11,,,,,,,
45314025465,5.40128E+11,,,,,,,
