28121791967,1.19695E+11,Average Start time ,30763571761,total Tasks,40000,999999632.3
28123280084,1.66541E+11,Average Finish time ,2.53255E+11,,1.80E-07,
30217504634,2.3863E+11,Diff,2.22E+11,,,
30343994208,2.527E+11,Total nodes,4,,,
32208361743,2.53897E+11,Throughput (tasks/sec),179.7823074,,,
32217417948,3.25545E+11,,,,,
32432133609,3.29499E+11,Sleep lenghth,1024,,,
32444089898,3.39531E+11,,,,,
