49200884031,81529,,,,,
49235884679,86014,,,,,
50270262868,85774,,,,,
50273238376,86447,,,,,
51041710333,84219,,,,,
51275148562,87897,,,,,
51278886255,90206,,,,,
52120015261,81153,,,,,
52283002316,85090,,,,,
52285018551,93777,,,,,
53125316522,85140,,,,,
53194682858,98324,,,,,
53291275840,97350,,,,,
53292318317,87180,,,,,
54131206360,88070,,,,,
54233801099,95722,,,,,
54296406359,98958,,,,,
54296885506,90937,,,,,
55138149706,85765,,,,,
55243734943,98881,,,,,
55302917595,94546,,,,,
55304834169,96464,,,,,
55320410051,77873,,,,,
56146961479,86573,,,,,
56249984240,101709,,,,,
56308566225,98177,,,,,
56314143053,97973,,,,,
56341392389,81418,,,,,
57152351419,90340,,,,,
57256106470,100289,,,,,
57313018637,98494,,,,,
57320038094,100880,,,,,
57347275144,84490,,,,,
58158321837,93927,,,,,
58265606608,98794,,,,,
58321720916,95945,,,,,
58325502225,101030,,,,,
58353159568,82261,,,,,
59170480672,97514,,,,,
59271310867,101584,,,,,
59332706552,98621,,,,,
59335860883,98539,,,,,
59363060827,83381,,,,,
59436066878,101019,,,,,
60175466279,98887,,,,,
60277008102,100598,,,,,
60339030734,101565,,,,,
60344093256,100756,,,,,
60368875225,87171,,,,,
60470745591,98455,,,,,
60596443928,101018,,,,,
61183706494,96352,,,,,
61285151072,98321,,,,,
61344189982,100533,,,,,
61350133020,101336,,,,,
61374909097,87117,,,,,
61480600825,100866,,,,,
61628759890,98622,,,,,
62191857094,98105,,,,,
62293725143,101181,,,,,
62350282014,98503,,,,,
62359174294,98991,,,,,
62384733252,85104,,,,,
62485212043,101272,,,,,
62638963746,100810,,,,,
63198348789,101035,,,,,
63302474057,104205,,,,,
63355801117,101388,,,,,
63368224799,100353,,,,,
63391169326,88724,,,,,
63497663759,98914,,,,,
63644554948,103721,,,,,
64202682696,100938,,,,,
64307284844,107170,,,,,
64361495128,100846,,,,,
64373389447,103152,,,,,
64397266691,92269,,,,,
64507193746,100459,,,,,
64649396249,106661,,,,,
65211954997,98429,,,,,
65311482041,109950,,,,,
65374993073,98519,,,,,
65378520502,106146,,,,,
65402999562,95913,,,,,
65513055560,103277,,,,,
65657831740,109599,,,,,
66218414614,100882,,,,,
66317102661,112465,,,,,
66383862282,109148,,,,,
66385652513,100941,,,,,
66409200898,99168,,,,,
66517636549,106251,,,,,
66664136398,112119,,,,,
67224559577,101259,,,,,
67322345676,114840,,,,,
67389939098,111572,,,,,
67391155620,103893,,,,,
67416065510,97399,,,,,
67523979030,109245,,,,,
67669516659,114527,,,,,
68233811747,98896,,,,,
68335252670,115596,,,,,
