"f06ded30-5436-11e3-a735-ddf4d653f72b","103014119373","62500"
"f06ded30-5436-11e3-a735-ddf4d653f72b","104051601805","61650"
"f06ded30-5436-11e3-a735-ddf4d653f72b","105064072187","60850"
"f06ded30-5436-11e3-a735-ddf4d653f72b","106073518702","59960"
"f06ded30-5436-11e3-a735-ddf4d653f72b","107083064380","58980"
"f06ded30-5436-11e3-a735-ddf4d653f72b","108093177031","57920"
"f06ded30-5436-11e3-a735-ddf4d653f72b","109101958718","56830"
"f06ded30-5436-11e3-a735-ddf4d653f72b","110110602974","55991"
"f06ded30-5436-11e3-a735-ddf4d653f72b","111119488893","55941"
"f06ded30-5436-11e3-a735-ddf4d653f72b","112129247058","55881"
"f06ded30-5436-11e3-a735-ddf4d653f72b","113139906052","55831"
"f06ded30-5436-11e3-a735-ddf4d653f72b","114163309177","55741"
"f06ded30-5436-11e3-a735-ddf4d653f72b","115177804490","55661"
"f06ded30-5436-11e3-a735-ddf4d653f72b","116189128276","55581"
"f06ded30-5436-11e3-a735-ddf4d653f72b","117204864035","55501"
"f06ded30-5436-11e3-a735-ddf4d653f72b","118220763432","55421"
"f06ded30-5436-11e3-a735-ddf4d653f72b","119236507691","55341"
"f06ded30-5436-11e3-a735-ddf4d653f72b","120247579718","55261"
"f06ded30-5436-11e3-a735-ddf4d653f72b","121264865859","55131"
"f06ded30-5436-11e3-a735-ddf4d653f72b","122274628987","54929"
"f06ded30-5436-11e3-a735-ddf4d653f72b","123283509350","54859"
"f06ded30-5436-11e3-a735-ddf4d653f72b","124292970344","54779"
"f06ded30-5436-11e3-a735-ddf4d653f72b","125302863101","54719"
"f06ded30-5436-11e3-a735-ddf4d653f72b","126312208711","54669"
"f06ded30-5436-11e3-a735-ddf4d653f72b","127321496836","54599"
"f06ded30-5436-11e3-a735-ddf4d653f72b","128332321436","54539"
"f06ded30-5436-11e3-a735-ddf4d653f72b","129343636416","54419"
"f06ded30-5436-11e3-a735-ddf4d653f72b","130354268187","54319"
"f06ded30-5436-11e3-a735-ddf4d653f72b","131363161745","54203"
"f06ded30-5436-11e3-a735-ddf4d653f72b","132372825470","54133"
"f06ded30-5436-11e3-a735-ddf4d653f72b","133383446967","54049"
"f06ded30-5436-11e3-a735-ddf4d653f72b","134393346204","54047"
"f06ded30-5436-11e3-a735-ddf4d653f72b","135403804580","54047"
"f06ded30-5436-11e3-a735-ddf4d653f72b","136417579357","54047"
"f06ded30-5436-11e3-a735-ddf4d653f72b","137431691687","54047"
"f06ded30-5436-11e3-a735-ddf4d653f72b","138454360772","54037"
"f06ded30-5436-11e3-a735-ddf4d653f72b","139464691569","53997"
"f06ded30-5436-11e3-a735-ddf4d653f72b","140475825228","53947"
"f06ded30-5436-11e3-a735-ddf4d653f72b","141487871462","53897"
"f06ded30-5436-11e3-a735-ddf4d653f72b","142500595186","53837"
"f06ded30-5436-11e3-a735-ddf4d653f72b","143518292862","53757"
"f06ded30-5436-11e3-a735-ddf4d653f72b","144529753169","53607"
"f06ded30-5436-11e3-a735-ddf4d653f72b","145542028008","53467"
"f06ded30-5436-11e3-a735-ddf4d653f72b","146551898126","53394"
"f06ded30-5436-11e3-a735-ddf4d653f72b","147560841632","53394"
"f06ded30-5436-11e3-a735-ddf4d653f72b","148573259869","53354"
"f06ded30-5436-11e3-a735-ddf4d653f72b","149582166968","53264"
"f06ded30-5436-11e3-a735-ddf4d653f72b","150593691987","53174"
"f06ded30-5436-11e3-a735-ddf4d653f72b","151603757983","53094"
"f06ded30-5436-11e3-a735-ddf4d653f72b","152612791505","53014"
"f06ded30-5436-11e3-a735-ddf4d653f72b","153623714662","52895"
"f06ded30-5436-11e3-a735-ddf4d653f72b","154634282160","52835"
"f06ded30-5436-11e3-a735-ddf4d653f72b","155643680147","52775"
"f06ded30-5436-11e3-a735-ddf4d653f72b","156655641348","52705"
"f06ded30-5436-11e3-a735-ddf4d653f72b","157665994551","52645"
"f06ded30-5436-11e3-a735-ddf4d653f72b","158675326611","52555"
"f06ded30-5436-11e3-a735-ddf4d653f72b","159685569369","52537"
"f06ded30-5436-11e3-a735-ddf4d653f72b","160694615917","52537"
"f06ded30-5436-11e3-a735-ddf4d653f72b","161714708744","52537"
"f06ded30-5436-11e3-a735-ddf4d653f72b","162725835918","52537"
"f06ded30-5436-11e3-a735-ddf4d653f72b","163734105553","52507"
"f06ded30-5436-11e3-a735-ddf4d653f72b","164744415340","52447"
"f06ded30-5436-11e3-a735-ddf4d653f72b","165754693438","52387"
"f06ded30-5436-11e3-a735-ddf4d653f72b","166764099624","52327"
"f06ded30-5436-11e3-a735-ddf4d653f72b","167776705168","52277"
"f06ded30-5436-11e3-a735-ddf4d653f72b","168788755947","52157"
"f06ded30-5436-11e3-a735-ddf4d653f72b","169798589616","52017"
"f06ded30-5436-11e3-a735-ddf4d653f72b","170808693664","51877"
"f06ded30-5436-11e3-a735-ddf4d653f72b","171820335212","51737"
"f06ded30-5436-11e3-a735-ddf4d653f72b","172832913123","51597"
"f06ded30-5436-11e3-a735-ddf4d653f72b","173842639262","51489"
"f06ded30-5436-11e3-a735-ddf4d653f72b","174854392837","51429"
"f06ded30-5436-11e3-a735-ddf4d653f72b","175864709762","51369"
"f06ded30-5436-11e3-a735-ddf4d653f72b","176873827123","51309"
"f06ded30-5436-11e3-a735-ddf4d653f72b","177884319084","51249"
"f06ded30-5436-11e3-a735-ddf4d653f72b","178894843776","51149"
"f06ded30-5436-11e3-a735-ddf4d653f72b","179905314439","51057"
"f06ded30-5436-11e3-a735-ddf4d653f72b","180913558816","51007"
"f06ded30-5436-11e3-a735-ddf4d653f72b","181925207733","50947"
"f06ded30-5436-11e3-a735-ddf4d653f72b","182936680947","50897"
"f06ded30-5436-11e3-a735-ddf4d653f72b","183946944252","50786"
"f06ded30-5436-11e3-a735-ddf4d653f72b","184958280510","50726"
"f06ded30-5436-11e3-a735-ddf4d653f72b","185970225539","50676"
"f06ded30-5436-11e3-a735-ddf4d653f72b","186979196023","50616"
"f06ded30-5436-11e3-a735-ddf4d653f72b","187988005422","50556"
"f06ded30-5436-11e3-a735-ddf4d653f72b","189001885839","50436"
"f06ded30-5436-11e3-a735-ddf4d653f72b","190014152497","50368"
"f06ded30-5436-11e3-a735-ddf4d653f72b","191022042120","50308"
"f06ded30-5436-11e3-a735-ddf4d653f72b","192033822821","50248"
"f06ded30-5436-11e3-a735-ddf4d653f72b","193044232160","50188"
"f06ded30-5436-11e3-a735-ddf4d653f72b","194054046947","50078"
"f06ded30-5436-11e3-a735-ddf4d653f72b","195064647186","50013"
"f06ded30-5436-11e3-a735-ddf4d653f72b","196074540798","49953"
