e6f35310-47d1-11e3-ae62-81d47cc4befb,3.107E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10707E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10724E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10731E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10738E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10745E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10755E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.1076E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10768E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10772E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10776E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.1078E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10785E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10789E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10792E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10796E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10801E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10804E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10808E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10811E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10815E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.1082E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10835E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10839E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10843E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10846E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10851E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10854E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10858E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10861E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10865E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10869E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10875E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10878E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10882E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10885E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10889E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10892E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10899E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10903E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10909E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10913E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10917E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10921E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10925E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10929E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10933E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10939E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10943E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10947E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10951E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.10954E+11,8000,,,,
e6f35310-47d1-11e3-ae62-81d47cc4befb,3.1096E+11,8000,,,,
