tt,tt,tt,,,,,,,,,,,,
c2b0bf10-4baf-11e3-8f75-33016d1eedb3,6.78372E+11,STARTED,hazel,,,,,,,,,,,
c2b13440-4baf-11e3-8f75-33016d1eedb3,6.78381E+11,STARTED,hazel,,,,,,,,,,,
c34e85b0-4baf-11e3-be2c-93a21c683a28,6.86409E+11,STARTED,hazel,,,,,,,,,,,
c34f4900-4baf-11e3-be2c-93a21c683a28,6.8647E+11,STARTED,hazel,,,,,,,,,,,
c5574e00-4baf-11e3-be4e-7b36a72a3589,7.05945E+11,STARTED,hazel,,,,,,,,,,,
c557ea40-4baf-11e3-be4e-7b36a72a3589,7.05969E+11,STARTED,hazel,,,,,,,,,,,
c3f4fee0-4baf-11e3-b592-8f23a56d5a9e,7.09218E+11,STARTED,hazel,,,,,,,,,,,
c53016f0-4baf-11e3-b3a9-87695ae1ae4e,7.09558E+11,STARTED,hazel,,,,,,,,,,,
c52fefe0-4baf-11e3-b3a9-87695ae1ae4e,7.09664E+11,STARTED,hazel,,,,,,,,,,,
c3ad2070-4baf-11e3-965f-f7145f6c53d4,7.10207E+11,STARTED,hazel,,,,,,,,,,,
c3f4d7d0-4baf-11e3-b592-8f23a56d5a9e,7.11431E+11,STARTED,hazel,,,,,,,,,,,
c4aeb1f0-4baf-11e3-942e-6b86c64f3590,7.12559E+11,STARTED,hazel,,,,,,,,,,,
c3ac8430-4baf-11e3-965f-f7145f6c53d4,7.133E+11,STARTED,hazel,,,,,,,,,,,
c54dd820-4baf-11e3-9acc-cdc30233727f,7.18633E+11,STARTED,hazel,,,,,,,,,,,
c537b810-4baf-11e3-965d-f97b1b44af0f,7.19819E+11,STARTED,hazel,,,,,,,,,,,
c5371bd0-4baf-11e3-965d-f97b1b44af0f,7.21081E+11,STARTED,hazel,,,,,,,,,,,
c682d5b0-4baf-11e3-a043-613ae32c01f5,7.27254E+11,STARTED,hazel,,,,,,,,,,,
