aed70fe0-4b9f-11e3-bf62-57c9cc8eae19,9.26875E+11,STARTED,hazel,,
b7d9bbb0-4b9f-11e3-968e-4bb3915888e4,1.59745E+12,FINISHED,hazel,,
b025fe10-4b9f-11e3-b05d-17f088617199,9.88171E+11,STARTED,hazel,,
aeaa81a0-4b9f-11e3-867b-33016d1eedb3,1.11278E+12,FINISHED,hazel,,
af5cbaa1-4b9f-11e3-8159-49bffe762896,1.25835E+12,FINISHED,hazel,,
a8f1f7c0-4b9f-11e3-9baa-ed0ede81350c,1.02881E+12,FINISHED,hazel,,
b6c601c0-4b9f-11e3-89c4-63fc891ee879,1.03368E+12,STARTED,hazel,,
aed70fe1-4b9f-11e3-bf62-57c9cc8eae19,9.28642E+11,STARTED,hazel,,
afa27630-4b9f-11e3-bca8-7b36a72a3589,9.56306E+11,STARTED,hazel,,
aa12aa00-4b9f-11e3-8897-5df69d2646f8,7.62989E+11,STARTED,hazel,,
af5cbaa1-4b9f-11e3-8159-49bffe762896,9.62649E+11,STARTED,hazel,,
aff61471-4b9f-11e3-9176-6f3658782142,9.78414E+11,STARTED,hazel,,
b9773f10-4b9f-11e3-9832-a9c5055ecc84,1.59676E+12,FINISHED,hazel,,
ac1de350-4b9f-11e3-a50d-b77460090fdd,7.15449E+11,STARTED,hazel,,
b5298fd0-4b9f-11e3-b97b-412f20f1e709,1.56587E+12,FINISHED,hazel,,
3f6597c0-4ba0-11e3-a00a-bb7a7e8eb981,1.33767E+12,STARTED,hazel,,
a67b7980-4b9f-11e3-b3da-afed5061c841,7.1324E+11,STARTED,hazel,,
b8ee11e0-4b9f-11e3-b0d7-d507e2b0708b,1.57186E+12,FINISHED,hazel,,
af8c2f10-4b9f-11e3-b005-d34aa830a24c,1.00047E+12,STARTED,hazel,,
b11714d0-4b9f-11e3-ba1d-d98def612de1,1.02656E+12,STARTED,hazel,,
aed9cf00-4b9f-11e3-b1a4-613ae32c01f5,1.00595E+12,FINISHED,hazel,,
a9ede3f1-4b9f-11e3-bbbb-37ce7b2f37f2,7.4217E+11,STARTED,hazel,,
bf4f10c0-4b9f-11e3-8faf-ff81b34179ea,1.04173E+12,STARTED,hazel,,
b0b768a0-4b9f-11e3-bf84-055f43841b46,1.02863E+12,STARTED,hazel,,
bf4f37d0-4b9f-11e3-8faf-ff81b34179ea,1.60303E+12,FINISHED,hazel,,
c099b930-4b9f-11e3-ba1f-f3122ac7826f,1.16391E+12,STARTED,hazel,,
ac1de350-4b9f-11e3-a50d-b77460090fdd,9.30022E+11,FINISHED,hazel,,
b1f20b80-4b9f-11e3-a62a-87695ae1ae4e,1.38521E+12,FINISHED,hazel,,
adc551c0-4b9f-11e3-a457-b9b49a683bfb,7.18733E+11,STARTED,hazel,,
ae310be0-4b9f-11e3-9012-dd56389a80be,1.16847E+12,FINISHED,hazel,,
a7c29f80-4b9f-11e3-9dfb-333e1ab2802a,7.65537E+11,STARTED,hazel,,
aff61470-4b9f-11e3-9176-6f3658782142,9.86421E+11,STARTED,hazel,,
b48eaf60-4b9f-11e3-9f5f-a99d0428bc88,1.53432E+12,FINISHED,hazel,,
aed70fe1-4b9f-11e3-bf62-57c9cc8eae19,1.25229E+12,FINISHED,hazel,,
a9ede3f1-4b9f-11e3-bbbb-37ce7b2f37f2,1.00426E+12,FINISHED,hazel,,
b3d08f81-4b9f-11e3-b4bd-a325fc60e55f,1.03482E+12,STARTED,hazel,,
a9258ae0-4b9f-11e3-b7b6-a90beb4bed87,1.13193E+12,FINISHED,hazel,,
b1c7c730-4b9f-11e3-9043-29f834cd39aa,1.02083E+12,STARTED,hazel,,
a816da00-4b9f-11e3-a905-a574a511a3b3,1.12725E+12,FINISHED,hazel,,
b5e4c980-4b9f-11e3-b345-a148ced5f627,1.01679E+12,STARTED,hazel,,
aff50300-4b9f-11e3-a829-97ab43feb74a,1.31935E+12,FINISHED,hazel,,
