edd45760-47d1-11e3-99cd-cdc30233727f,4.01417E+11,STARTED,,,,,,,
edd45760-47d1-11e3-99cd-cdc30233727f,4.02289E+11,STARTED,,,,,,,
edd45760-47d1-11e3-99cd-cdc30233727f,5.55068E+11,FINISHED,,,,,,,
edd45760-47d1-11e3-99cd-cdc30233727f,5.55068E+11,FINISHED,,,,,,,
eceb7e00-47d1-11e3-bce2-f1fd229cb493,3.98926E+11,STARTED,,,,,,,
eceb7e00-47d1-11e3-bce2-f1fd229cb493,3.99816E+11,STARTED,,,,,,,
eceb7e00-47d1-11e3-bce2-f1fd229cb493,5.38538E+11,FINISHED,,,,,,,
eceb7e00-47d1-11e3-bce2-f1fd229cb493,5.38548E+11,FINISHED,,,,,,,
ee8d4720-47d1-11e3-bac6-3d2c6950ed19,4.12213E+11,STARTED,,,,,,,
ee8d4720-47d1-11e3-bac6-3d2c6950ed19,4.13054E+11,STARTED,,,,,,,
ee8d4720-47d1-11e3-bac6-3d2c6950ed19,5.93648E+11,FINISHED,,,,,,,
ee8d4720-47d1-11e3-bac6-3d2c6950ed19,5.93648E+11,FINISHED,,,,,,,
ed2070b0-47d1-11e3-be68-bb8f71fd447e,4.06939E+11,STARTED,,,,,,,
ed2070b0-47d1-11e3-be68-bb8f71fd447e,4.07831E+11,STARTED,,,,,,,
ed2070b0-47d1-11e3-be68-bb8f71fd447e,5.72627E+11,FINISHED,,,,,,,
ed2070b0-47d1-11e3-be68-bb8f71fd447e,5.7263E+11,FINISHED,,,,,,,
ec5383c0-47d1-11e3-abc8-81f7f7e09a13,3.91379E+11,STARTED,,,,,,,
ec5383c0-47d1-11e3-abc8-81f7f7e09a13,3.92228E+11,STARTED,,,,,,,
ec5383c0-47d1-11e3-abc8-81f7f7e09a13,5.08513E+11,FINISHED,,,,,,,
ec5383c0-47d1-11e3-abc8-81f7f7e09a13,5.08519E+11,FINISHED,,,,,,,
e9b61c90-47d1-11e3-8e47-973897d9d43d,3.47676E+11,STARTED,,,,,,,
e9b61c90-47d1-11e3-8e47-973897d9d43d,3.48567E+11,STARTED,,,,,,,
e9b61c90-47d1-11e3-8e47-973897d9d43d,4.36733E+11,FINISHED,,,,,,,
e9b61c90-47d1-11e3-8e47-973897d9d43d,4.36735E+11,FINISHED,,,,,,,
f19dbb70-47d1-11e3-b780-ade1498d9bbe,4.32889E+11,STARTED,,,,,,,
f19dbb70-47d1-11e3-b780-ade1498d9bbe,4.33693E+11,STARTED,,,,,,,
f19dbb70-47d1-11e3-b780-ade1498d9bbe,6.5949E+11,FINISHED,,,,,,,
f19dbb70-47d1-11e3-b780-ade1498d9bbe,6.59492E+11,FINISHED,,,,,,,
ed2049a0-47d1-11e3-be68-bb8f71fd447e,3.99044E+11,STARTED,,,,,,,
ed2049a0-47d1-11e3-be68-bb8f71fd447e,3.99863E+11,STARTED,,,,,,,
ed2049a0-47d1-11e3-be68-bb8f71fd447e,5.39704E+11,FINISHED,,,,,,,
ed2049a0-47d1-11e3-be68-bb8f71fd447e,5.39708E+11,FINISHED,,,,,,,
eb90d000-47d1-11e3-838d-914e1a179f25,3.80668E+11,STARTED,,,,,,,
eb90d000-47d1-11e3-838d-914e1a179f25,3.8153E+11,STARTED,,,,,,,
eb90d000-47d1-11e3-838d-914e1a179f25,4.92422E+11,FINISHED,,,,,,,
eb90d000-47d1-11e3-838d-914e1a179f25,4.92422E+11,FINISHED,,,,,,,
e5507880-47d1-11e3-a9bc-ad521366103b,3.17268E+11,STARTED,,,,,,,
e5507880-47d1-11e3-a9bc-ad521366103b,3.17648E+11,STARTED,,,,,,,
e5507880-47d1-11e3-a9bc-ad521366103b,3.9041E+11,FINISHED,,,,,,,
e5507880-47d1-11e3-a9bc-ad521366103b,3.9041E+11,FINISHED,,,,,,,
ef1f7500-47d1-11e3-98c5-691580b2ba6c,4.0641E+11,STARTED,,,,,,,
ef1f7500-47d1-11e3-98c5-691580b2ba6c,4.07269E+11,STARTED,,,,,,,
ef1f7500-47d1-11e3-98c5-691580b2ba6c,5.79408E+11,FINISHED,,,,,,,
ef1f7500-47d1-11e3-98c5-691580b2ba6c,5.79411E+11,FINISHED,,,,,,,
ec5669f0-47d1-11e3-aa23-d5d0b7f9b0da,3.90228E+11,STARTED,,,,,,,
ec5669f0-47d1-11e3-aa23-d5d0b7f9b0da,3.91071E+11,STARTED,,,,,,,
ec5669f0-47d1-11e3-aa23-d5d0b7f9b0da,5.09227E+11,FINISHED,,,,,,,
ec5669f0-47d1-11e3-aa23-d5d0b7f9b0da,5.09228E+11,FINISHED,,,,,,,
e7ca5220-47d1-11e3-8710-5f05135d68ee,3.54884E+11,STARTED,,,,,,,
e7ca5220-47d1-11e3-8710-5f05135d68ee,3.55775E+11,STARTED,,,,,,,
e7ca5220-47d1-11e3-8710-5f05135d68ee,4.45226E+11,FINISHED,,,,,,,
e7ca5220-47d1-11e3-8710-5f05135d68ee,4.45228E+11,FINISHED,,,,,,,
ee37fb30-47d1-11e3-a6d9-bfeabed6ba35,4.50371E+11,STARTED,,,,,,,
ee37fb30-47d1-11e3-a6d9-bfeabed6ba35,4.51236E+11,STARTED,,,,,,,
ee37fb30-47d1-11e3-a6d9-bfeabed6ba35,6.92833E+11,FINISHED,,,,,,,
ee37fb30-47d1-11e3-a6d9-bfeabed6ba35,6.92834E+11,FINISHED,,,,,,,
f044bb20-47d1-11e3-ae8e-814d99f8542e,4.10356E+11,STARTED,,,,,,,
f044bb20-47d1-11e3-ae8e-814d99f8542e,4.11217E+11,STARTED,,,,,,,
f044bb20-47d1-11e3-ae8e-814d99f8542e,5.92636E+11,FINISHED,,,,,,,
f044bb20-47d1-11e3-ae8e-814d99f8542e,5.92636E+11,FINISHED,,,,,,,
f045cc90-47d1-11e3-ae8e-814d99f8542e,4.10188E+11,STARTED,,,,,,,
f045cc90-47d1-11e3-ae8e-814d99f8542e,4.11055E+11,STARTED,,,,,,,
f045cc90-47d1-11e3-ae8e-814d99f8542e,5.90871E+11,FINISHED,,,,,,,
f045cc90-47d1-11e3-ae8e-814d99f8542e,5.90871E+11,FINISHED,,,,,,,
edb47350-47d1-11e3-9247-150ca40f6801,4.18662E+11,STARTED,,,,,,,
edb47350-47d1-11e3-9247-150ca40f6801,4.19481E+11,STARTED,,,,,,,
edb47350-47d1-11e3-9247-150ca40f6801,6.23231E+11,FINISHED,,,,,,,
edb47350-47d1-11e3-9247-150ca40f6801,6.23235E+11,FINISHED,,,,,,,
ec535cb0-47d1-11e3-abc8-81f7f7e09a13,3.95998E+11,STARTED,,,,,,,
ec535cb0-47d1-11e3-abc8-81f7f7e09a13,3.96896E+11,STARTED,,,,,,,
ec535cb0-47d1-11e3-abc8-81f7f7e09a13,5.19054E+11,FINISHED,,,,,,,
ec535cb0-47d1-11e3-abc8-81f7f7e09a13,5.19058E+11,FINISHED,,,,,,,
ee8298c0-47d1-11e3-8d3c-39d1a374691c,4.24466E+11,STARTED,,,,,,,
ee8298c0-47d1-11e3-8d3c-39d1a374691c,4.25353E+11,STARTED,,,,,,,
ee8298c0-47d1-11e3-8d3c-39d1a374691c,6.34738E+11,FINISHED,,,,,,,
ee8298c0-47d1-11e3-8d3c-39d1a374691c,6.3474E+11,FINISHED,,,,,,,
f12704d0-47d1-11e3-8e27-3de4e1397083,4.52758E+11,STARTED,,,,,,,
f12704d0-47d1-11e3-8e27-3de4e1397083,4.53539E+11,STARTED,,,,,,,
f12704d0-47d1-11e3-8e27-3de4e1397083,6.86778E+11,FINISHED,,,,,,,
